name,fecha,area
DSC_0053.JPG,cuarta,743.542457011317
DSC_0126.JPG,cuarta,705.2330814386327
DSC_0157.JPG,cuarta,538.0747411507731
DSC_0088.JPG,cuarta,615.017474756144
DSC_0153.JPG,cuarta,475.08967412742646
DSC_0101.JPG,cuarta,712.7300595934997
DSC_0048.JPG,cuarta,698.9204730812928
DSC_0050.JPG,cuarta,843.4380445060393
DSC_0113.JPG,cuarta,587.0315901583901
DSC_0024.JPG,cuarta,612.8858218156009
DSC_0118.JPG,cuarta,807.2522270913232
DSC_0108.JPG,cuarta,772.2109469308024
DSC_0017.JPG,cuarta,708.9842841330062
DSC_0109.JPG,cuarta,681.4658449566093
DSC_0161.JPG,cuarta,539.7186570374823
DSC_0067.JPG,cuarta,553.9213884220402
DSC_0091.JPG,cuarta,659.3143941290399
DSC_0146.JPG,cuarta,917.8186623282674
DSC_0148.JPG,cuarta,366.20819961469545
DSC_0127.JPG,cuarta,722.2255396633934
DSC_0156.JPG,cuarta,354.1102752974999
DSC_0058.JPG,cuarta,902.8554706004029
DSC_0104.JPG,cuarta,549.259636785315
DSC_0018.JPG,cuarta,749.7622270901109
DSC_0021.JPG,cuarta,819.7746514726641
DSC_0060.JPG,cuarta,612.7658830849062
DSC_0052.JPG,cuarta,812.0851680487312
DSC_0066.JPG,cuarta,468.7041436613367
DSC_0115.JPG,cuarta,578.3785480945152
DSC_0089.JPG,cuarta,769.3247037039439
DSC_0035.JPG,cuarta,565.1762103421778
DSC_0083.JPG,cuarta,877.925458438407
DSC_0099.JPG,cuarta,549.583737504863
DSC_0082.JPG,cuarta,619.3099145871886
DSC_0079.JPG,cuarta,700.2396004659814
DSC_0121.JPG,cuarta,799.7586166619291
DSC_0094.JPG,cuarta,777.6520818648671
DSC_0119.JPG,cuarta,650.3149900852015
DSC_0063.JPG,cuarta,887.9423767668983
DSC_0047.JPG,cuarta,641.4443691006916
DSC_0102.JPG,cuarta,523.2681641254434
DSC_0076.JPG,cuarta,874.4751570467538
DSC_0070.JPG,cuarta,368.9926156698863
DSC_0140.JPG,cuarta,1416.2611189873905
DSC_0086.JPG,cuarta,607.0318626240323
DSC_0092.JPG,cuarta,732.9500893367676
DSC_0056.JPG,cuarta,735.234678462926
DSC_0098.JPG,cuarta,581.3055766062265
DSC_0087.JPG,cuarta,770.466126978904
DSC_0085.JPG,cuarta,865.4299547008312
DSC_0155.JPG,cuarta,379.5171811240214
DSC_0132.JPG,cuarta,322.35265267003837
DSC_0122.JPG,cuarta,585.4221935465234
DSC_0135.JPG,cuarta,394.990479428098
DSC_0069.JPG,cuarta,457.26755020187016
DSC_0038.JPG,cuarta,574.4930502045063
DSC_0054.JPG,cuarta,718.1730738485495
DSC_0137.JPG,cuarta,673.5386080133034
DSC_0055.JPG,cuarta,562.6375226037342
DSC_0077.JPG,cuarta,758.9470896168017
DSC_0111.JPG,cuarta,569.9975434188319
DSC_0040.JPG,cuarta,615.9897597650597
DSC_0106.JPG,cuarta,613.207432515654
DSC_0128.JPG,cuarta,326.158947136994
DSC_0093.JPG,cuarta,790.5896102507497
DSC_0030.JPG,cuarta,582.9177721800507
DSC_0043.JPG,cuarta,388.270998683885
DSC_0073.JPG,cuarta,396.383942601104
DSC_0044.JPG,cuarta,798.6693100179963
DSC_0117.JPG,cuarta,888.851088286392
DSC_0064.JPG,cuarta,643.2628927641133
DSC_0022.JPG,cuarta,948.9713881993202
DSC_0136.JPG,cuarta,559.688352527399
DSC_0072.JPG,cuarta,373.25146333986464
DSC_0139.JPG,cuarta,606.1157657652258
DSC_0049.JPG,cuarta,785.1525372010051
DSC_0045.JPG,cuarta,433.3283960891918
DSC_0144.JPG,cuarta,856.9884203884986
DSC_0133.JPG,cuarta,787.8689540520135
DSC_0057.JPG,cuarta,10361.453488202615
DSC_0033.JPG,cuarta,602.6389600487538
DSC_0159.JPG,cuarta,320.45552879441635
DSC_0150.JPG,cuarta,437.7836306718951
DSC_0151.JPG,cuarta,381.41385073600765
DSC_0036.JPG,cuarta,463.63596755406274
DSC_0061.JPG,cuarta,804.1938258683384
DSC_0152.JPG,cuarta,400.8780509332292
DSC_0071.JPG,cuarta,304.2426148461529
DSC_0142.JPG,cuarta,882.0537826477735
DSC_0129.JPG,cuarta,297.13291782506263
DSC_0116.JPG,cuarta,728.2445322064444
DSC_0084.JPG,cuarta,747.244879249365
DSC_0020.JPG,cuarta,612.5405550949702
DSC_0026.JPG,cuarta,357.6130513532487
DSC_0027.JPG,cuarta,430.26389932431147
DSC_0147.JPG,cuarta,369.78568536480054
DSC_0041.JPG,cuarta,524.1829370500182
DSC_0025.JPG,cuarta,567.0647417536597
DSC_0124.JPG,cuarta,681.9723221419154
DSC_0107.JPG,cuarta,749.3174302938739
DSC_0032.JPG,cuarta,562.9398622025457
DSC_0068.JPG,cuarta,511.1104622034925
DSC_0154.JPG,cuarta,328.56096024969946
DSC_0158.JPG,cuarta,464.8965019734253
DSC_0065.JPG,cuarta,546.6036803207277
DSC_0042.JPG,cuarta,898.8730041509708
DSC_0130.JPG,cuarta,430.38957656179275
DSC_0037.JPG,cuarta,531.3998289874686
DSC_0138.JPG,cuarta,512.1093806774618
DSC_0166.JPG,cuarta,621.8226998998017
DSC_0016.JPG,cuarta,622.892281243546
DSC_0059.JPG,cuarta,901.4331991638559
DSC_0165.JPG,cuarta,541.4357476581858
DSC_0034.JPG,cuarta,550.6779063641472
DSC_0075.JPG,cuarta,512.6532833928683
DSC_0100.JPG,cuarta,597.1482340978957
DSC_0112.JPG,cuarta,457.03463302917925
DSC_0134.JPG,cuarta,485.8094631847501
DSC_0031.JPG,cuarta,535.6798536763916
DSC_0096.JPG,cuarta,529.1947988238426
DSC_0143.JPG,cuarta,657.8061353044588
DSC_0023.JPG,cuarta,848.9330248557453
DSC_0120.JPG,cuarta,655.546078826912
DSC_0097.JPG,cuarta,566.6214137669787
DSC_0103.JPG,cuarta,595.744590944691
DSC_0028.JPG,cuarta,386.2305761152051
DSC_0029.JPG,cuarta,480.0515805807308
DSC_0062.JPG,cuarta,790.1501822660713
DSC_0046.JPG,cuarta,711.3683098600457
DSC_0051.JPG,cuarta,737.6915067804591
DSC_0131.JPG,cuarta,587.095490437409
DSC_0149.JPG,cuarta,440.46724621751395
DSC_0039.JPG,cuarta,454.2237063215519
DSC_0080.JPG,cuarta,673.2919313258427
DSC_0081.JPG,cuarta,523.9192605556211
DSC_0105.JPG,cuarta,612.5958409928467
DSC_0141.JPG,cuarta,715.2937771723543
DSC_0125.JPG,cuarta,606.5002911973272
DSC_0114.JPG,cuarta,528.3299051246207
DSC_0095.JPG,cuarta,822.7232581758306
DSC_0164.JPG,cuarta,609.5253796891718
DSC_0090.JPG,cuarta,912.2044908120157
DSC_0162.JPG,cuarta,759.9128025690726
DSC_0078.JPG,cuarta,590.3677796206466
DSC_0123.JPG,cuarta,717.4182793913571
DSC_0160.JPG,cuarta,543.2198453230063
DSC_0163.JPG,cuarta,550.6659652277613
DSC_0019.JPG,cuarta,696.8145443949423
DSC_0074.JPG,cuarta,397.04162454600237
DSC_0145.JPG,cuarta,898.9266997901032
DSC_0110.JPG,cuarta,599.9806421318405
